variant,accuracy_mean,accuracy_std,f1_weighted_mean,f1_weighted_std,f1_macro_mean,f1_macro_std,seconds_mean,seconds_std
new_tuned,0.9241438356164384,0.004263664245886569,0.923181026863215,0.0031225484090568203,0.8714482970932004,0.009220209483878413,17.641521379956977,1.9724669472268426
new_depth3,0.900513698630137,0.00759529284801947,0.9021046879756758,0.007193171893016678,0.8615530213851785,0.010643647678835771,13.276483700051903,1.1123326929208308
old_stump,0.6094178082191781,0.0598041700070703,0.5025764114389463,0.07221363127122364,0.3300907351889718,0.10342815646154171,1.3943867000285537,0.20086698147492035
